% structure for data mining single hand sign language gestures
@relation SingleHandGestures
@attribute 'NoHands' numeric
@attribute 'thumb_angle' numeric
@attribute 'index_angle' numeric
@attribute 'middle_angle' numeric
@attribute 'ring_angle' numeric
@attribute 'pinky_angle' numeric
@attribute 'Dist_thumb_index' numeric
@attribute 'Dist_thumb_middle' numeric
@attribute 'Dist_thumb_ring' numeric
@attribute 'Dist_thumb_pinky' numeric
@attribute 'Dist_index_middle' numeric
@attribute 'Dist_index_ring' numeric
@attribute 'Dist_index_pinky' numeric
@attribute 'Dist_middle_ring' numeric
@attribute 'Dist_middle_pinky' numeric
@attribute 'Dist_ring_pinky' numeric
@attribute 'class' {c,g,bad,ok}
@data
1, 0.01026952, 0.01873213, 0.8008458, 0.7894534, 0.7588482,92.20505,76.77988,91.40059,98.24712,115.6688,122.7208,119.4627,15.04363,25.06919,12.48955,c
1, 0.009949028, 0.01943833, 0.8008324, 0.789156, 0.758382,92.15345,76.76644,91.44146,98.28202,115.4813,122.6106,119.353,15.07678,25.06385,12.47965,c
1, 0.00970912, 0.02021658, 0.8006643, 0.7888138, 0.7578528,92.07093,76.76294,91.49152,98.327,115.2645,122.4685,119.2137,15.10959,25.05936,12.46905,c
1, 0.009498835, 0.02100778, 0.8004229, 0.7884938, 0.7572682,91.91761,76.71385,91.49598,98.31747,115.0427,122.3232,119.0726,15.14578,25.05576,12.4558,c
1, 0.009425163, 0.02188057, 0.8001207, 0.7882414, 0.7568015,91.60068,76.57709,91.40752,98.20544,114.7905,122.1486,118.9079,15.18415,25.05848,12.44462,c
1, 0.009425223, 0.02271235, 0.7999465, 0.7881094, 0.7564314,91.29237,76.45626,91.33035,98.10729,114.5403,121.9728,118.7456,15.21902,25.05899,12.43219,c
1, 0.009458005, 0.02350813, 0.7997687, 0.7880406, 0.7562419,90.92455,76.29412,91.20798,97.96191,114.306,121.8107,118.5993,15.25415,25.06634,12.42437,c
1, 0.009576917, 0.02438533, 0.799493, 0.7879252, 0.7560364,90.53594,76.13965,91.09332,97.82767,114.0419,121.6201,118.4265,15.28873,25.07496,12.41825,c
1, 0.009695649, 0.02524012, 0.7991086, 0.7877192, 0.7557268,90.14459,75.98213,90.97113,97.68462,113.7804,121.4271,118.2496,15.32026,25.08179,12.41249,c
1, 0.009802341, 0.02613842, 0.7986092, 0.7875006, 0.7553837,89.73815,75.85629,90.88127,97.57589,113.4782,121.1892,118.0269,15.35082,25.08823,12.40615,c
1, 0.009845376, 0.02711701, 0.798109, 0.7872933, 0.7551693,89.41882,75.78004,90.8448,97.53391,113.1955,120.9691,117.8233,15.38172,25.10091,12.40445,c
1, 0.009856701, 0.02797425, 0.7977165, 0.7871805, 0.7549762,89.06233,75.70538,90.78037,97.45919,112.9435,120.7505,117.622,15.39249,25.10282,12.40137,c
1, 0.009953022, 0.02882504, 0.7973866, 0.7871588, 0.7548608,88.66632,75.61121,90.69024,97.35479,112.6938,120.5288,117.4192,15.40039,25.10375,12.39728,c
1, 0.010059, 0.02954048, 0.7970273, 0.7871258, 0.7547095,88.32866,75.52003,90.61026,97.26155,112.4609,120.326,117.2316,15.41306,25.10654,12.39249,c
1, 0.01015675, 0.03020334, 0.7966088, 0.7870079, 0.7545436,88.06898,75.46119,90.55526,97.20174,112.2641,120.1489,117.0676,15.41842,25.10878,12.39165,c
1, 0.01025569, 0.03065372, 0.7962024, 0.7867979, 0.7542948,87.9044,75.41537,90.51524,97.15829,112.1265,120.03,116.9555,15.42378,25.10934,12.39162,c
1, 0.01035249, 0.03095555, 0.7959107, 0.786602, 0.7540948,87.80006,75.41771,90.51488,97.15939,112.0218,119.9336,116.8645,15.42053,25.10484,12.39227,c
1, 0.01041698, 0.03112614, 0.7957447, 0.7864482, 0.7539353,87.72437,75.37676,90.48834,97.12823,111.9603,119.8979,116.8311,15.43182,25.10665,12.39166,c
1, 0.0104776, 0.03120476, 0.795656, 0.7863958, 0.7538797,87.68668,75.34314,90.46922,97.1069,111.9308,119.8897,116.8257,15.44341,25.11125,12.39119,c
1, 0.01048368, 0.03107548, 0.7956769, 0.7863557, 0.7538973,87.74168,75.32019,90.46295,97.10151,111.9687,119.9471,116.8816,15.45599,25.11796,12.39279,c
1, 0.01049542, 0.03096324, 0.795728, 0.7863146, 0.7539622,87.82178,75.31567,90.47355,97.1152,112.0114,120.0035,116.9337,15.4665,25.12486,12.39586,c
1, 0.01048195, 0.03076535, 0.7957977, 0.7864013, 0.7540995,87.87724,75.31161,90.47061,97.11173,112.0821,120.0671,116.994,15.46835,25.13006,12.39726,c
1, 0.01051664, 0.03056347, 0.795886, 0.7866393, 0.7543796,87.87591,75.28352,90.43879,97.07473,112.1571,120.1279,117.0544,15.46913,25.13764,12.39774,c
1, 0.01057571, 0.03045207, 0.7958883, 0.7867593, 0.7545714,87.84304,75.217,90.38383,97.01205,112.1935,120.1703,117.0945,15.48181,25.15012,12.39967,c
1, 0.01060247, 0.03040707, 0.7959067, 0.7869221, 0.7547963,87.81226,75.14223,90.32195,96.94242,112.2256,120.2097,117.1323,15.49615,25.16366,12.40112,c
1, 0.01061797, 0.03028333, 0.7958826, 0.787022, 0.754946,87.80689,75.05199,90.24664,96.85617,112.2785,120.2685,117.1843,15.51255,25.17765,12.40259,c
1, 0.01063192, 0.03024042, 0.795752, 0.7871346, 0.7551427,87.69811,74.92072,90.12318,96.71516,112.3159,120.306,117.2173,15.52679,25.19429,12.40569,c
1, 0.01065147, 0.03021085, 0.7956024, 0.7872974, 0.7554584,87.57287,74.78619,90.00227,96.57885,112.3507,120.3457,117.2556,15.54592,25.21764,12.41081,c
1, 0.01072162, 0.03013563, 0.7954885, 0.7874454, 0.755796,87.50967,74.67419,89.91,96.47694,112.3963,120.4017,117.3094,15.56783,25.24228,12.41685,c
1, 0.01076108, 0.03013915, 0.7952566, 0.7875088, 0.7560596,87.40699,74.53802,89.80031,96.35281,112.4129,120.4353,117.3384,15.59595,25.26948,12.42277,c
1, 0.01069093, 0.03023338, 0.7950866, 0.78757, 0.7562815,87.269,74.37566,89.66515,96.19713,112.4369,120.4823,117.3825,15.62636,25.2957,12.42707,c
1, 0.0106498, 0.03024989, 0.7950066, 0.7876171, 0.7565024,87.17648,74.24849,89.56216,96.08049,112.475,120.5427,117.4424,15.65236,25.31933,12.43214,c
1, 0.01056886, 0.03017807, 0.7950084, 0.7876722, 0.7567566,87.09709,74.06445,89.42014,95.91998,112.5371,120.6498,117.5483,15.69403,25.35035,12.43757,c
1, 0.01052076, 0.02997899, 0.7949287, 0.7876827, 0.7569276,86.99305,73.90018,89.26714,95.74783,112.6236,120.7482,117.6462,15.71314,25.37184,12.4436,c
1, 0.01055586, 0.02970064, 0.7948955, 0.7877098, 0.7571232,86.85966,73.74416,89.11037,95.57006,112.7065,120.835,117.7328,15.72302,25.38694,12.44961,c
1, 0.01062536, 0.02949208, 0.794836, 0.7878385, 0.7573974,86.66816,73.55923,88.92852,95.36347,112.7611,120.8987,117.7997,15.73803,25.40586,12.45454,c
1, 0.0107162, 0.02931482, 0.7947628, 0.7879522, 0.7575784,86.49899,73.40332,88.77422,95.18652,112.8046,120.9496,117.8541,15.75014,25.41986,12.45684,c
1, 0.01084656, 0.02918935, 0.7947602, 0.7881658, 0.7578194,86.28746,73.24918,88.61044,94.9988,112.8258,120.97,117.8812,15.75463,25.42922,12.45771,c
1, 0.01097304, 0.02905291, 0.7947462, 0.7883577, 0.7580003,86.09962,73.10571,88.45866,94.82278,112.8484,120.9917,117.9082,15.75958,25.43657,12.45679,c
1, 0.01104075, 0.02893919, 0.7945393, 0.7883101, 0.7579266,85.9447,72.96879,88.31726,94.65485,112.8732,121.0176,117.9312,15.76566,25.44057,12.45624,c
1, 0.01104099, 0.02880591, 0.7943206, 0.7881577, 0.7576714,85.76413,72.81447,88.15035,94.453,112.8949,121.0343,117.94,15.7669,25.43749,12.45363,c
1, 0.0110693, 0.02860188, 0.7941748, 0.7880234, 0.7574126,85.59852,72.66867,87.98493,94.25254,112.9263,121.0517,117.9472,15.76292,25.43145,12.45081,c
1, 0.0111208, 0.02839887, 0.7940404, 0.7879947, 0.7572415,85.43212,72.53496,87.82398,94.05878,112.961,121.0612,117.9495,15.75416,25.42573,12.44749,c
1, 0.01125813, 0.028319, 0.7938837, 0.7879812, 0.7570803,85.21107,72.41908,87.67514,93.87931,112.9565,121.0303,117.916,15.74063,25.41751,12.44386,c
1, 0.0114125, 0.02820897, 0.793754, 0.7879484, 0.7569958,85.04361,72.33103,87.55846,93.74107,112.9607,121.0106,117.8936,15.72796,25.41269,12.44376,c
1, 0.0114978, 0.02816248, 0.7936547, 0.7879454, 0.756978,84.90123,72.24273,87.45258,93.6181,112.9738,121.0121,117.8967,15.72324,25.41427,12.44472,c
1, 0.01148319, 0.02809203, 0.7935324, 0.7879195, 0.7569782,84.79678,72.15688,87.36127,93.5134,112.981,121.0161,117.8994,15.72627,25.42101,12.4474,c
1, 0.01143688, 0.02803391, 0.7933691, 0.787938, 0.7570114,84.64984,72.06293,87.25403,93.39059,112.9901,121.0145,117.9002,15.72588,25.42885,12.44991,c
1, 0.01143909, 0.02792054, 0.7933365, 0.7880838, 0.7572277,84.47517,71.96406,87.1346,93.25648,113.0088,121.0204,117.9138,15.72185,25.43777,12.45382,c
1, 0.01140475, 0.02784413, 0.7932727, 0.7882374, 0.7574286,84.33788,71.90121,87.05301,93.16611,113.0113,121.0063,117.9061,15.71656,25.44541,12.457,c
1, 0.01138657, 0.02776301, 0.7929641, 0.7882026, 0.7573969,84.13645,71.82758,86.9437,93.04211,112.9891,120.9523,117.8552,15.7006,25.4465,12.46033,c
1, 0.01130885, 0.02772635, 0.7926587, 0.7880965, 0.7572181,83.91656,71.73714,86.82358,92.90112,112.945,120.8888,117.7923,15.68867,25.44272,12.46094,c
1, 0.0112685, 0.02763766, 0.7924238, 0.7881356, 0.7571821,83.70585,71.645,86.70409,92.76246,112.9033,120.8271,117.7338,15.67959,25.4428,12.46084,c
1, 0.01116204, 0.02750182, 0.7921492, 0.7881709, 0.7571398,83.52889,71.58118,86.60561,92.64786,112.8761,120.7672,117.6755,15.66454,25.44075,12.46065,c
1, 0.01109952, 0.02734959, 0.7919603, 0.7882293, 0.7571492,83.3614,71.52001,86.50764,92.53646,112.8549,120.7148,117.6267,15.64792,25.43854,12.46155,c
1, 0.01100177, 0.02724767, 0.7917427, 0.7883115, 0.7573291,83.20733,71.46306,86.42396,92.44788,112.8181,120.6556,117.5736,15.63771,25.44562,12.46744,c
1, 0.01094776, 0.02721369, 0.7915479, 0.7884159, 0.7574688,83.00453,71.37138,86.30592,92.31657,112.765,120.5857,117.5095,15.63022,25.45084,12.47099,c
1, 0.01086259, 0.02709317, 0.7915731, 0.7887819, 0.7578358,82.76048,71.23064,86.13885,92.12859,112.7387,120.5515,117.4888,15.62832,25.46009,12.47255,c
1, 0.01077867, 0.02708203, 0.7917375, 0.7893409, 0.7584556,82.51492,71.06285,85.9779,91.94924,112.6866,120.5252,117.4816,15.64997,25.4837,12.4743,c
1, 0.01070797, 0.02700377, 0.7919347, 0.79, 0.7591994,82.28362,70.91319,85.82936,91.78923,112.6323,120.4857,117.4635,15.66777,25.51061,12.47785,c
1, 0.01064157, 0.02693379, 0.7920841, 0.7906498, 0.7599171,82.00806,70.76014,85.67043,91.61723,112.5641,120.4294,117.4312,15.68178,25.53594,12.48151,c
1, 0.01058412, 0.02684969, 0.7921754, 0.7912915, 0.7606916,81.7267,70.62916,85.51936,91.45715,112.5057,120.3665,117.3936,15.68629,25.56115,12.48806,c
1, 0.01053721, 0.02680218, 0.7921597, 0.7919192, 0.7614641,81.38706,70.42222,85.2988,91.21477,112.456,120.3226,117.374,15.70186,25.59454,12.49553,c
1, 0.01052296, 0.02682626, 0.7921255, 0.7925649, 0.7622593,81.02385,70.22044,85.08235,90.97934,112.382,120.2571,117.3358,15.7163,25.62796,12.50399,c
1, 0.01047695, 0.02698803, 0.7920159, 0.793303, 0.7632142,80.59071,69.99418,84.84418,90.72064,112.2794,120.1678,117.2798,15.73678,25.67053,12.5144,c
1, 0.01044273, 0.0272876, 0.7920194, 0.7941304, 0.7642606,80.09029,69.73053,84.56184,90.41199,112.1553,120.0662,117.2181,15.7572,25.71256,12.52496,c
1, 0.01048183, 0.02776057, 0.7920829, 0.7948427, 0.7650777,79.52916,69.47565,84.28493,90.10314,111.9775,119.9196,117.1106,15.7729,25.74152,12.53147,c
1, 0.01057386, 0.02833796, 0.7921159, 0.7955376, 0.7658441,78.92853,69.21779,84.00926,89.79182,111.7786,119.7545,116.9854,15.79245,25.77204,12.5363,c
1, 0.01082283, 0.02911794, 0.7921495, 0.7963232, 0.7666377,78.1474,68.94682,83.68736,89.42316,111.5343,119.5267,116.8057,15.79574,25.79416,12.5395,c
1, 0.01114166, 0.02998877, 0.7921827, 0.7971827, 0.7674742,77.33486,68.70911,83.37055,89.05869,111.295,119.2768,116.6062,15.78266,25.80886,12.54126,c
1, 0.01154912, 0.03067559, 0.7922716, 0.7979534, 0.7682843,76.61507,68.49349,83.08852,88.7332,111.0901,119.0662,116.439,15.77468,25.825,12.54423,c
1, 0.01202655, 0.03138947, 0.7924101, 0.7987001, 0.7691181,75.96214,68.27122,82.81872,88.42365,110.8863,118.8693,116.2812,15.77775,25.8473,12.54865,c
